Numero di conferimento;Materiale;Specie;Prova - Singola;Tecnica;Nr. di esami programmati;Data del prelievo;Data di conferimento/accettazione;Data di registrazione;Data Carico Analisi;Data Inizio Analisi;Data Fine Analisi;Data ultimo Rdp emesso
252536;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;08/10/2008 00.00.00;08/10/2008 00.00.00;13/10/2008 00.00.00;;13/10/2008 00.00.00;15/10/2008 00.00.00;15/10/2008 00.00.00
252602;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;08/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252605;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;08/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252607;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;4;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00;;13/10/2008 00.00.00;15/10/2008 00.00.00;15/10/2008 00.00.00
252611;LATTE;BOVINO;Aflatossina M1;ELISA;1;08/10/2008 00.00.00;08/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252613;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;4;09/10/2008 00.00.00;10/10/2008 00.00.00;13/10/2008 00.00.00;;13/10/2008 00.00.00;15/10/2008 00.00.00;15/10/2008 00.00.00
252615;LATTE;BOVINO;Aflatossina M1;ELISA;1;08/10/2008 00.00.00;08/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252625;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;10/10/2008 00.00.00;11/10/2008 00.00.00;13/10/2008 00.00.00;;13/10/2008 00.00.00;15/10/2008 00.00.00;15/10/2008 00.00.00
252629;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252630;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;10/10/2008 00.00.00;11/10/2008 00.00.00;13/10/2008 00.00.00;;13/10/2008 00.00.00;15/10/2008 00.00.00;24/10/2008 00.00.00
256239;SANGUE;ASINO;Anemia infettiva equina: anticorpi;AGID;1;14/10/2008 00.00.00;15/10/2008 00.00.00;15/10/2008 00.00.00;;15/10/2008 00.00.00;17/10/2008 00.00.00;17/10/2008 00.00.00
257604;LATTE;BOVINO;Aflatossina M1;ELISA;1;13/10/2008 00.00.00;14/10/2008 00.00.00;16/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00
257606;LATTE;BOVINO;Aflatossina M1;ELISA;1;10/10/2008 00.00.00;14/10/2008 00.00.00;16/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00
257607;LATTE;BOVINO;Aflatossina M1;ELISA;1;14/10/2008 00.00.00;15/10/2008 00.00.00;16/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00
257608;LATTE;BOVINO;Aflatossina M1;ELISA;1;14/10/2008 00.00.00;15/10/2008 00.00.00;16/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00
253481;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;24/09/2008 00.00.00;26/09/2008 00.00.00;13/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
253485;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;24/09/2008 00.00.00;26/09/2008 00.00.00;13/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
253485;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;24/09/2008 00.00.00;26/09/2008 00.00.00;13/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
253939;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;29/09/2008 00.00.00;30/09/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
244367;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: anticorpi;ELISA;6;30/09/2008 00.00.00;03/10/2008 00.00.00;03/10/2008 00.00.00;;07/10/2008 00.00.00;07/10/2008 00.00.00;10/10/2008 00.00.00
225148;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;11/09/2008 00.00.00;11/09/2008 00.00.00;15/09/2008 00.00.00;;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00
225155;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;11/09/2008 00.00.00;11/09/2008 00.00.00;15/09/2008 00.00.00;;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00
225157;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;11/09/2008 00.00.00;11/09/2008 00.00.00;15/09/2008 00.00.00;;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00
225160;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;11/09/2008 00.00.00;11/09/2008 00.00.00;15/09/2008 00.00.00;;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00
225266;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;12/09/2008 00.00.00;12/09/2008 00.00.00;15/09/2008 00.00.00;;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00
225271;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;12/09/2008 00.00.00;12/09/2008 00.00.00;15/09/2008 00.00.00;;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00
225280;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;12/09/2008 00.00.00;12/09/2008 00.00.00;15/09/2008 00.00.00;;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00
225284;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;12/09/2008 00.00.00;12/09/2008 00.00.00;15/09/2008 00.00.00;;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00
263465;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;20/10/2008 00.00.00;20/10/2008 00.00.00;22/10/2008 00.00.00;;24/10/2008 00.00.00;24/10/2008 00.00.00;27/10/2008 00.00.00
263465;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;20/10/2008 00.00.00;20/10/2008 00.00.00;22/10/2008 00.00.00;;23/10/2008 00.00.00;23/10/2008 00.00.00;27/10/2008 00.00.00
253939;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;29/09/2008 00.00.00;30/09/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254133;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;03/10/2008 00.00.00;07/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254133;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;03/10/2008 00.00.00;07/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254120;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;03/10/2008 00.00.00;07/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254120;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;03/10/2008 00.00.00;07/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254136;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;07/10/2008 00.00.00;07/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254136;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;07/10/2008 00.00.00;07/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254141;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;07/10/2008 00.00.00;07/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254141;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;07/10/2008 00.00.00;07/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254148;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;08/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254148;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;08/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254158;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;08/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254158;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;08/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254171;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;06/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254171;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;06/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254180;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;06/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254180;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;06/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254192;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;06/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254192;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;06/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254195;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;08/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254195;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;08/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254196;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;08/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254196;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;08/10/2008 00.00.00;08/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
253949;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;03/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
253949;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;03/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
253956;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;03/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
253956;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;03/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
253964;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;02/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
253964;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;02/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
253968;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;01/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
253968;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;01/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
253973;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;01/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
253973;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;01/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
253986;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;01/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
253986;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;01/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;16/10/2008 00.00.00;20/10/2008 00.00.00
254032;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;03/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254034;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;01/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254039;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;01/10/2008 00.00.00;03/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254093;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;06/10/2008 00.00.00;07/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
254097;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;06/10/2008 00.00.00;07/10/2008 00.00.00;14/10/2008 00.00.00;;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
253465;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;25/09/2008 00.00.00;26/09/2008 00.00.00;13/10/2008 00.00.00;;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00
230497;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;458;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;29/09/2008 00.00.00
230514;SANGUE;BUFALO DOMESTICO;Brucella abortus/melitensis: anticorpi;FdC;164;15/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;29/09/2008 00.00.00
230520;SANGUE;BOVINO DA CARNE;Brucella abortus/melitensis: anticorpi;FdC;1;17/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;29/09/2008 00.00.00
230523;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;11;15/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;29/09/2008 00.00.00
230531;SANGUE;BOVINO DA CARNE;Brucella abortus/melitensis: anticorpi;FdC;5;18/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;29/09/2008 00.00.00
230547;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;30/09/2008 00.00.00
230549;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;16/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;26/09/2008 00.00.00
230549;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;SAR;1;16/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;24/09/2008 00.00.00;24/09/2008 00.00.00;26/09/2008 00.00.00
230555;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;26/09/2008 00.00.00
230555;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;SAR;1;19/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;24/09/2008 00.00.00;24/09/2008 00.00.00;26/09/2008 00.00.00
230557;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;3;18/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;26/09/2008 00.00.00
230559;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;4;18/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;26/09/2008 00.00.00
230559;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;SAR;1;18/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;24/09/2008 00.00.00;24/09/2008 00.00.00;26/09/2008 00.00.00
230563;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;18/09/2008 00.00.00;19/09/2008 00.00.00;19/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;26/09/2008 00.00.00
233168;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;16/09/2008 00.00.00;17/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
233171;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;16/09/2008 00.00.00;17/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232848;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;19/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232853;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;19/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232859;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;19/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232864;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;17/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232871;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;17/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232877;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;17/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232882;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;17/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232891;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;19/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232894;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;19/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232899;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;19/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
233197;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;17/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
233198;SANGUE;BOVINO DA CARNE;Brucella abortus/melitensis: anticorpi;FdC;1;22/09/2008 00.00.00;23/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;25/09/2008 00.00.00;29/09/2008 00.00.00
233203;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;16/09/2008 00.00.00;17/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
233205;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;19/09/2008 00.00.00;23/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;25/09/2008 00.00.00;29/09/2008 00.00.00
233207;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;16/09/2008 00.00.00;17/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232989;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;12/09/2008 00.00.00;16/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
232993;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;12/09/2008 00.00.00;16/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
233726;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;17/09/2008 00.00.00;19/09/2008 00.00.00;24/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
